"","AOI","Temp","Time","Cell","Species","Recovery","Day","final","initial","post"
"1559","5","30","30","A5","Poplar","Light",2,"0.814","0.832","0.759"
"1560","5","52","5","A5","Poplar","Light",2,"0.064","0.841","0.191"
"1561","5","35","5","A5","Poplar","Light",2,"0.84",NA,"0.797"
"1562","5","35","30","A5","Poplar","Light",2,"0.775","0.85","0.757"
"1563","5","48","15","A5","Poplar","Light",2,"0.116","0.835","0.108"
"1564","5","35","15","A5","Poplar","Light",2,"0.818","0.852","0.773"
"1565","5","30","120","A5","Poplar","Light",2,"0.763","0.842","0.673"
"1566","5","48","120","A5","Poplar","Light",2,"0","0.845","0"
"1567","5","40","60","A5","Poplar","Light",2,"0.81","0.88","0.705"
"1568","5","56","5","A5","Poplar","Light",2,"0","0.828","0"
"1569","5","52","60","A5","Poplar","Light",2,"0","0.841","0"
"1570","5","40","5","A5","Poplar","Light",2,"0.767","0.839","0.767"
"1571","5","56","15","A5","Poplar","Light",2,"0","0.86","0"
"1572","5","30","15","A5","Poplar","Light",2,"0.822","0.867","0.802"
"1573","6","56","15","A6","Lomandra","Light",2,"0","0.809","0.089"
"1574","6","40","60","A6","Lomandra","Light",2,"0.748","0.82","0.668"
"1575","6","35","5","A6","Lomandra","Light",2,"0.801",NA,"0.763"
"1576","6","30","120","A6","Lomandra","Light",2,"0.7","0.779","0.628"
"1577","6","35","15","A6","Lomandra","Light",2,"0.703","0.797","0.678"
"1578","6","40","5","A6","Lomandra","Light",2,"0.756","0.826","0.758"
"1579","6","40","15","A6","Lomandra","Light",2,"0.766","0.784","0.739"
"1580","6","30","30","A6","Lomandra","Light",2,"0.775","0.813","0.728"
"1581","6","30","15","A6","Lomandra","Light",2,"0.767","0.832","0.751"
"1582","6","56","5","A6","Lomandra","Light",2,"0","0.802","0"
"1583","6","48","15","A6","Lomandra","Light",2,"0.699","0.778","0.588"
"1584","6","52","5","A6","Lomandra","Light",2,"0.567","0.797","0.339"
"1585","6","48","120","A6","Lomandra","Light",2,"0.392","0.825","0.419"
"1586","6","35","30","A6","Lomandra","Light",2,"0.736","0.809","0.727"
"1587","6","52","60","A6","Lomandra","Light",2,"0.151","0.778","0.099"
"1588","7","40","60","B1","Lomandra","Light",2,"0.767","0.804","0.688"
"1589","7","35","15","B1","Lomandra","Light",2,"0.791","0.806","0.761"
"1590","7","30","30","B1","Lomandra","Light",2,"0.749","0.796","0.683"
"1591","7","52","5","B1","Lomandra","Light",2,"0.406","0.796","0.574"
"1592","7","40","15","B1","Lomandra","Light",2,"0.77","0.742","0.74"
"1593","7","48","15","B1","Lomandra","Light",2,"0.748","0.794","0.644"
"1594","7","35","30","B1","Lomandra","Light",2,"0.765","0.797","0.76"
"1595","7","56","5","B1","Lomandra","Light",2,"0","0.804","0"
"1596","7","56","15","B1","Lomandra","Light",2,"0","0.814","0.111"
"1597","7","48","120","B1","Lomandra","Light",2,"0.333","0.785","0"
"1598","7","30","15","B1","Lomandra","Light",2,"0.777","0.826","0.751"
"1599","7","35","5","B1","Lomandra","Light",2,"0.822",NA,"0.789"
"1600","7","40","5","B1","Lomandra","Light",2,"0.742","0.804","0.734"
"1601","7","30","120","B1","Lomandra","Light",2,"0.745","0.809","0.688"
"1602","7","52","60","B1","Lomandra","Light",2,"0.097","0.819","0"
"1603","8","35","15","B2","Euc","Light",2,"0.686","0.822","0.727"
"1604","8","30","30","B2","Euc","Light",2,"0.81","0.83","0.741"
"1605","8","52","5","B2","Euc","Light",2,"0","0.834","0.241"
"1606","8","40","60","B2","Euc","Light",2,"0.767","0.852","0.712"
"1607","8","48","120","B2","Euc","Light",2,"0","0.846","0"
"1608","8","35","30","B2","Euc","Light",2,"0.776","0.833","0.811"
"1609","8","40","15","B2","Euc","Light",2,"0.784","0.818","0.724"
"1610","8","56","15","B2","Euc","Light",2,"0","0.847","0"
"1611","8","48","15","B2","Euc","Light",2,"0","0.837","0"
"1612","8","56","5","B2","Euc","Light",2,"0","0.81","0"
"1613","8","40","5","B2","Euc","Light",2,"0.771","0.831","0.75"
"1614","8","52","60","B2","Euc","Light",2,"0","0.844","0"
"1615","8","35","5","B2","Euc","Light",2,"0.823",NA,"0.819"
"1616","8","30","120","B2","Euc","Light",2,"0.752","0.831","0.644"
"1617","8","30","15","B2","Euc","Light",2,"0.785","0.859","0.757"
"1618","9","56","5","B3","Bean","Light",2,"0","0.815","0"
"1619","9","30","30","B3","Bean","Light",2,"0.81","0.823","0.791"
"1620","9","35","15","B3","Bean","Light",2,"0.796","0.82","0.756"
"1621","9","35","5","B3","Bean","Light",2,"0.843",NA,"0.828"
"1622","9","30","120","B3","Bean","Light",2,"0.766","0.828","0.724"
"1623","9","35","30","B3","Bean","Light",2,"0.787","0.823","0.81"
"1624","9","48","120","B3","Bean","Light",2,"0","0.83","0"
"1625","9","48","15","B3","Bean","Light",2,"0","0.823","0"
"1626","9","40","5","B3","Bean","Light",2,"0.782","0.832","0.646"
"1627","9","40","15","B3","Bean","Light",2,"0.554","0.807","0.513"
"1628","9","52","5","B3","Bean","Light",2,"0","0.824","0.286"
"1629","9","56","15","B3","Bean","Light",2,"0","0.827","0"
"1630","9","30","15","B3","Bean","Light",2,"0.795","0.852","0.781"
"1631","9","40","60","B3","Bean","Light",2,"0.362","0.854","0.311"
"1632","9","52","60","B3","Bean","Light",2,"0","0.834","0"
