"","X","AOI","Temp","Time","Cell","Species","Recovery","Day","final_fvfm","initial_fvfm","post","fvfm_prop_io","unique_sample","Species_sample"
"1075",1075,19,30,15,"D1","Eucalyptus pauciflora","Light",2,0.798,0.856,0.736,0.932242990654206,11,"Eucalyptus pauciflora_11"
"1076",1076,19,52,60,"D1","Eucalyptus pauciflora","Light",2,0,0.844,0,0,11,"Eucalyptus pauciflora_11"
"1077",1077,19,52,5,"D1","Eucalyptus pauciflora","Light",2,0.104,0.834,0.267,0.124700239808153,11,"Eucalyptus pauciflora_11"
"1078",1078,2,56,15,"A2","Eucalyptus pauciflora","Light",2,0,0.851,0,0,12,"Eucalyptus pauciflora_12"
"1079",1079,2,30,120,"A2","Eucalyptus pauciflora","Light",2,0.773,0.844,0.708,0.915876777251185,12,"Eucalyptus pauciflora_12"
"1080",1080,2,48,15,"A2","Eucalyptus pauciflora","Light",2,0.246,0.828,0.204,0.297101449275362,12,"Eucalyptus pauciflora_12"
"1081",1081,2,30,30,"A2","Eucalyptus pauciflora","Light",2,0.816,0.826,0.737,0.987893462469734,12,"Eucalyptus pauciflora_12"
"1082",1082,2,35,15,"A2","Eucalyptus pauciflora","Light",2,0.777,0.834,0.734,0.931654676258993,12,"Eucalyptus pauciflora_12"
"1083",1083,2,30,15,"A2","Eucalyptus pauciflora","Light",2,0.775,0.85,0.729,0.911764705882353,12,"Eucalyptus pauciflora_12"
"1084",1084,2,48,120,"A2","Eucalyptus pauciflora","Light",2,0,0.839,0,0,12,"Eucalyptus pauciflora_12"
"1085",1085,2,35,5,"A2","Eucalyptus pauciflora","Light",2,0.844,NA,0.818,NA,12,"Eucalyptus pauciflora_12"
"1086",1086,2,40,15,"A2","Eucalyptus pauciflora","Light",2,0.798,0.833,0.716,0.957983193277311,12,"Eucalyptus pauciflora_12"
"1087",1087,2,56,5,"A2","Eucalyptus pauciflora","Light",2,0,0.814,0,0,12,"Eucalyptus pauciflora_12"
"1088",1088,2,35,30,"A2","Eucalyptus pauciflora","Light",2,0.792,0.836,0.803,0.947368421052632,12,"Eucalyptus pauciflora_12"
"1089",1089,2,40,60,"A2","Eucalyptus pauciflora","Light",2,0.789,0.849,0.73,0.929328621908127,12,"Eucalyptus pauciflora_12"
"1090",1090,2,52,5,"A2","Eucalyptus pauciflora","Light",2,0,0.836,0.221,0,12,"Eucalyptus pauciflora_12"
"1091",1091,2,40,5,"A2","Eucalyptus pauciflora","Light",2,0.791,0.842,0.77,0.939429928741093,12,"Eucalyptus pauciflora_12"
"1092",1092,2,52,60,"A2","Eucalyptus pauciflora","Light",2,0,0.835,0,0,12,"Eucalyptus pauciflora_12"
"1093",1093,20,30,120,"D2","Eucalyptus pauciflora","Light",2,0.703,0.827,0.592,0.85006045949214,13,"Eucalyptus pauciflora_13"
"1094",1094,20,30,30,"D2","Eucalyptus pauciflora","Light",2,0.746,0.829,0.746,0.899879372738239,13,"Eucalyptus pauciflora_13"
"1095",1095,20,35,30,"D2","Eucalyptus pauciflora","Light",2,0.793,0.836,0.786,0.948564593301435,13,"Eucalyptus pauciflora_13"
"1096",1096,20,30,15,"D2","Eucalyptus pauciflora","Light",2,0.743,0.842,0.768,0.882422802850356,13,"Eucalyptus pauciflora_13"
"1097",1097,20,40,15,"D2","Eucalyptus pauciflora","Light",2,0.748,0.807,0.645,0.926889714993804,13,"Eucalyptus pauciflora_13"
"1098",1098,20,35,15,"D2","Eucalyptus pauciflora","Light",2,0.812,0.837,0.779,0.970131421744325,13,"Eucalyptus pauciflora_13"
"1099",1099,20,40,60,"D2","Eucalyptus pauciflora","Light",2,0.801,0.843,0.717,0.95017793594306,13,"Eucalyptus pauciflora_13"
"1100",1100,20,52,5,"D2","Eucalyptus pauciflora","Light",2,0,0.827,0.174,0,13,"Eucalyptus pauciflora_13"
"1101",1101,20,48,120,"D2","Eucalyptus pauciflora","Light",2,0,0.843,0,0,13,"Eucalyptus pauciflora_13"
"1102",1102,20,35,5,"D2","Eucalyptus pauciflora","Light",2,0.792,NA,0.824,NA,13,"Eucalyptus pauciflora_13"
"1103",1103,20,48,15,"D2","Eucalyptus pauciflora","Light",2,0,0.826,0,0,13,"Eucalyptus pauciflora_13"
"1104",1104,20,40,5,"D2","Eucalyptus pauciflora","Light",2,0.777,0.822,0.79,0.945255474452555,13,"Eucalyptus pauciflora_13"
"1105",1105,20,52,60,"D2","Eucalyptus pauciflora","Light",2,0,0.847,0,0,13,"Eucalyptus pauciflora_13"
"1106",1106,20,56,5,"D2","Eucalyptus pauciflora","Light",2,0,0.814,0,0,13,"Eucalyptus pauciflora_13"
"1107",1107,20,56,15,"D2","Eucalyptus pauciflora","Light",2,0,0.828,0,0,13,"Eucalyptus pauciflora_13"
"1108",1108,21,35,30,"D3","Vicia faba","Light",2,0.796,0.837,0.813,0.951015531660693,14,"Vicia faba_14"
"1109",1109,21,30,30,"D3","Vicia faba","Light",2,0.795,0.833,0.767,0.95438175270108,14,"Vicia faba_14"
"1110",1110,21,30,120,"D3","Vicia faba","Light",2,0.775,0.811,0.743,0.95561035758323,14,"Vicia faba_14"
"1111",1111,21,56,5,"D3","Vicia faba","Light",2,0,0.814,0,0,14,"Vicia faba_14"
"1112",1112,21,56,15,"D3","Vicia faba","Light",2,0,0.827,0,0,14,"Vicia faba_14"
"1113",1113,21,48,120,"D3","Vicia faba","Light",2,0,0.839,0,0,14,"Vicia faba_14"
"1114",1114,21,40,60,"D3","Vicia faba","Light",2,0.242,0.863,0.162,0.280417149478563,14,"Vicia faba_14"
"1115",1115,21,52,5,"D3","Vicia faba","Light",2,0,0.826,0.279,0,14,"Vicia faba_14"
"1116",1116,21,48,15,"D3","Vicia faba","Light",2,0,0.829,0,0,14,"Vicia faba_14"
"1117",1117,21,40,5,"D3","Vicia faba","Light",2,0.745,0.832,0.614,0.895432692307692,14,"Vicia faba_14"
"1118",1118,21,35,5,"D3","Vicia faba","Light",2,0.829,NA,0.828,NA,14,"Vicia faba_14"
"1119",1119,21,40,15,"D3","Vicia faba","Light",2,0.47,0.786,0.434,0.597964376590331,14,"Vicia faba_14"
"1120",1120,21,52,60,"D3","Vicia faba","Light",2,0,0.832,0,0,14,"Vicia faba_14"
"1121",1121,21,30,15,"D3","Vicia faba","Light",2,0.791,0.841,0.782,0.940546967895363,14,"Vicia faba_14"
"1122",1122,21,35,15,"D3","Vicia faba","Light",2,0.781,0.822,0.764,0.950121654501217,14,"Vicia faba_14"
"1123",1123,22,56,15,"D4","Populus nigra","Light",2,0,0.847,0,0,15,"Populus nigra_15"
"1124",1124,22,30,30,"D4","Populus nigra","Light",2,0.789,0.837,0.706,0.942652329749104,15,"Populus nigra_15"
"1125",1125,22,48,120,"D4","Populus nigra","Light",2,0,0.837,0,0,15,"Populus nigra_15"
"1126",1126,22,52,60,"D4","Populus nigra","Light",2,0,0.833,0,0,15,"Populus nigra_15"
"1127",1127,22,35,15,"D4","Populus nigra","Light",2,0.786,0.844,0.745,0.931279620853081,15,"Populus nigra_15"
"1128",1128,22,30,120,"D4","Populus nigra","Light",2,0.795,0.836,0.71,0.950956937799043,15,"Populus nigra_15"
"1129",1129,22,40,5,"D4","Populus nigra","Light",2,0.787,0.843,0.783,0.933570581257414,15,"Populus nigra_15"
"1130",1130,22,40,60,"D4","Populus nigra","Light",2,0.705,0.878,0.476,0.802961275626424,15,"Populus nigra_15"
"1131",1131,22,35,30,"D4","Populus nigra","Light",2,0.833,0.862,0.81,0.966357308584687,15,"Populus nigra_15"
"1132",1132,22,30,15,"D4","Populus nigra","Light",2,0.803,0.858,0.775,0.935897435897436,15,"Populus nigra_15"
"1133",1133,22,40,15,"D4","Populus nigra","Light",2,0.806,0.799,0.738,1,15,"Populus nigra_15"
"1134",1134,22,52,5,"D4","Populus nigra","Light",2,0.051,0.849,0.542,0.0600706713780919,15,"Populus nigra_15"
"1135",1135,22,48,15,"D4","Populus nigra","Light",2,0.138,0.85,0.127,0.162352941176471,15,"Populus nigra_15"
"1136",1136,22,35,5,"D4","Populus nigra","Light",2,0.827,NA,0.801,NA,15,"Populus nigra_15"
"1137",1137,22,56,5,"D4","Populus nigra","Light",2,0,0.832,0,0,15,"Populus nigra_15"
"1138",1138,23,56,15,"D5","Populus nigra","Light",2,0,0.847,0,0,16,"Populus nigra_16"
"1139",1139,23,30,30,"D5","Populus nigra","Light",2,0.826,0.837,0.79,0.986857825567503,16,"Populus nigra_16"
"1140",1140,23,40,60,"D5","Populus nigra","Light",2,0.787,0.875,0.603,0.899428571428571,16,"Populus nigra_16"
"1141",1141,23,40,5,"D5","Populus nigra","Light",2,0.823,0.852,0.817,0.965962441314554,16,"Populus nigra_16"
"1142",1142,23,35,30,"D5","Populus nigra","Light",2,0.824,0.855,0.807,0.96374269005848,16,"Populus nigra_16"
"1143",1143,23,52,60,"D5","Populus nigra","Light",2,0,0.844,0,0,16,"Populus nigra_16"
"1144",1144,23,35,15,"D5","Populus nigra","Light",2,0.795,0.847,0.722,0.938606847697757,16,"Populus nigra_16"
"1145",1145,23,48,120,"D5","Populus nigra","Light",2,0,0.847,0,0,16,"Populus nigra_16"
"1146",1146,23,30,120,"D5","Populus nigra","Light",2,0.73,0.838,0.652,0.871121718377088,16,"Populus nigra_16"
"1147",1147,23,30,15,"D5","Populus nigra","Light",2,0.793,0.858,0.77,0.924242424242424,16,"Populus nigra_16"
"1148",1148,23,40,15,"D5","Populus nigra","Light",2,0.813,0.827,0.76,0.983071342200725,16,"Populus nigra_16"
"1149",1149,23,56,5,"D5","Populus nigra","Light",2,0,0.83,0,0,16,"Populus nigra_16"
"1150",1150,23,52,5,"D5","Populus nigra","Light",2,0.065,0.851,0.526,0.0763807285546416,16,"Populus nigra_16"
"1151",1151,23,48,15,"D5","Populus nigra","Light",2,0.076,0.851,0.081,0.0893066980023502,16,"Populus nigra_16"
"1152",1152,23,35,5,"D5","Populus nigra","Light",2,0.828,NA,0.834,NA,16,"Populus nigra_16"
"1153",1153,24,40,60,"D6","Vicia faba","Light",2,0.301,0.861,0.306,0.349593495934959,17,"Vicia faba_17"
"1154",1154,24,56,15,"D6","Vicia faba","Light",2,0,0.831,0,0,17,"Vicia faba_17"
"1155",1155,24,30,30,"D6","Vicia faba","Light",2,0.786,0.819,0.783,0.95970695970696,17,"Vicia faba_17"
"1156",1156,24,52,60,"D6","Vicia faba","Light",2,0,0.828,0,0,17,"Vicia faba_17"
"1157",1157,24,35,30,"D6","Vicia faba","Light",2,0.784,0.834,0.808,0.940047961630695,17,"Vicia faba_17"
"1158",1158,24,35,15,"D6","Vicia faba","Light",2,0.755,0.818,0.755,0.922982885085575,17,"Vicia faba_17"
"1159",1159,24,48,120,"D6","Vicia faba","Light",2,0,0.834,0,0,17,"Vicia faba_17"
"1160",1160,24,40,5,"D6","Vicia faba","Light",2,0.773,0.838,0.761,0.922434367541766,17,"Vicia faba_17"
"1161",1161,24,30,120,"D6","Vicia faba","Light",2,0.744,0.824,0.711,0.902912621359223,17,"Vicia faba_17"
"1162",1162,24,30,15,"D6","Vicia faba","Light",2,0.79,0.848,0.785,0.931603773584906,17,"Vicia faba_17"
"1163",1163,24,56,5,"D6","Vicia faba","Light",2,0,0.8,0,0,17,"Vicia faba_17"
"1164",1164,24,40,15,"D6","Vicia faba","Light",2,0.657,0.796,0.575,0.82537688442211,17,"Vicia faba_17"
"1165",1165,24,52,5,"D6","Vicia faba","Light",2,0,0.832,0,0,17,"Vicia faba_17"
"1166",1166,24,48,15,"D6","Vicia faba","Light",2,0,0.817,0,0,17,"Vicia faba_17"
"1167",1167,24,35,5,"D6","Vicia faba","Light",2,0.82,NA,0.833,NA,17,"Vicia faba_17"
"1168",1168,25,48,15,"A1","Vicia faba","Dark",2,0,0.821,0.427,0,18,"Vicia faba_18"
"1169",1169,25,35,15,"A1","Vicia faba","Dark",2,0.782,0.828,0.771,0.944444444444445,18,"Vicia faba_18"
"1170",1170,25,30,30,"A1","Vicia faba","Dark",2,0.797,0.809,0.78,0.985166872682324,18,"Vicia faba_18"
"1171",1171,25,56,15,"A1","Vicia faba","Dark",2,0,0.83,0,0,18,"Vicia faba_18"
"1172",1172,25,56,5,"A1","Vicia faba","Dark",2,0,0.816,0,0,18,"Vicia faba_18"
"1173",1173,25,35,30,"A1","Vicia faba","Dark",2,0.791,0.822,0.807,0.962287104622871,18,"Vicia faba_18"
"1174",1174,25,48,120,"A1","Vicia faba","Dark",2,0,0.832,0,0,18,"Vicia faba_18"
"1175",1175,25,30,120,"A1","Vicia faba","Dark",2,0.774,0.816,0.772,0.948529411764706,18,"Vicia faba_18"
"1176",1176,25,40,60,"A1","Vicia faba","Dark",2,0.35,0.839,0.329,0.417163289630513,18,"Vicia faba_18"
"1177",1177,25,52,60,"A1","Vicia faba","Dark",2,0,0.838,0,0,18,"Vicia faba_18"
"1178",1178,25,40,15,"A1","Vicia faba","Dark",2,0.554,0.756,0.434,0.732804232804233,18,"Vicia faba_18"
"1179",1179,25,40,5,"A1","Vicia faba","Dark",2,0.752,0.828,0.686,0.908212560386473,18,"Vicia faba_18"
"1180",1180,25,52,5,"A1","Vicia faba","Dark",2,0,0.83,0,0,18,"Vicia faba_18"
"1181",1181,25,35,5,"A1","Vicia faba","Dark",2,0.819,NA,0.822,NA,18,"Vicia faba_18"
"1182",1182,25,30,15,"A1","Vicia faba","Dark",2,0.79,0.843,0.785,0.937129300118624,18,"Vicia faba_18"
"1183",1183,26,35,30,"A2","Eucalyptus pauciflora","Dark",2,0.764,0.837,0.8,0.912783751493429,19,"Eucalyptus pauciflora_19"
"1184",1184,26,40,60,"A2","Eucalyptus pauciflora","Dark",2,0.766,0.848,0.6,0.903301886792453,19,"Eucalyptus pauciflora_19"
"1185",1185,26,48,120,"A2","Eucalyptus pauciflora","Dark",2,0,0.831,0,0,19,"Eucalyptus pauciflora_19"
"1186",1186,26,35,15,"A2","Eucalyptus pauciflora","Dark",2,0.75,0.83,0.788,0.903614457831325,19,"Eucalyptus pauciflora_19"
"1187",1187,26,48,15,"A2","Eucalyptus pauciflora","Dark",2,0.267,0.825,0.272,0.323636363636364,19,"Eucalyptus pauciflora_19"
"1188",1188,26,56,15,"A2","Eucalyptus pauciflora","Dark",2,0,0.828,0,0,19,"Eucalyptus pauciflora_19"
"1189",1189,26,40,15,"A2","Eucalyptus pauciflora","Dark",2,0.787,0.811,0.719,0.970406905055487,19,"Eucalyptus pauciflora_19"
"1190",1190,26,30,30,"A2","Eucalyptus pauciflora","Dark",2,0.798,0.843,0.792,0.946619217081851,19,"Eucalyptus pauciflora_19"
"1191",1191,26,30,120,"A2","Eucalyptus pauciflora","Dark",2,0.759,0.837,0.698,0.906810035842294,19,"Eucalyptus pauciflora_19"
"1192",1192,26,56,5,"A2","Eucalyptus pauciflora","Dark",2,0.205,0.802,0.128,0.255610972568579,19,"Eucalyptus pauciflora_19"
"1193",1193,26,52,60,"A2","Eucalyptus pauciflora","Dark",2,0,0.837,0,0,19,"Eucalyptus pauciflora_19"
"1194",1194,26,35,5,"A2","Eucalyptus pauciflora","Dark",2,0.831,NA,0.825,NA,19,"Eucalyptus pauciflora_19"
"1195",1195,26,52,5,"A2","Eucalyptus pauciflora","Dark",2,0.211,0.828,0,0.254830917874396,19,"Eucalyptus pauciflora_19"
"1196",1196,26,40,5,"A2","Eucalyptus pauciflora","Dark",2,0.795,0.83,0.802,0.957831325301205,19,"Eucalyptus pauciflora_19"
"1197",1197,26,30,15,"A2","Eucalyptus pauciflora","Dark",2,0.794,0.862,0.812,0.921113689095128,19,"Eucalyptus pauciflora_19"
"1198",1198,27,30,120,"A3","Populus nigra","Dark",2,0.8,0.846,0.782,0.945626477541371,20,"Populus nigra_20"
"1199",1199,27,30,30,"A3","Populus nigra","Dark",2,0.818,0.831,0.804,0.984356197352587,20,"Populus nigra_20"
"1200",1200,27,56,15,"A3","Populus nigra","Dark",2,0,0.843,0,0,20,"Populus nigra_20"
"1201",1201,27,40,15,"A3","Populus nigra","Dark",2,0.801,0.803,0.648,0.997509339975093,20,"Populus nigra_20"
"1202",1202,27,35,5,"A3","Populus nigra","Dark",2,0.854,NA,0.851,NA,20,"Populus nigra_20"
"1203",1203,27,48,120,"A3","Populus nigra","Dark",2,0,0.847,0,0,20,"Populus nigra_20"
"1204",1204,27,35,15,"A3","Populus nigra","Dark",2,0.824,0.846,0.813,0.973995271867612,20,"Populus nigra_20"
"1205",1205,27,40,60,"A3","Populus nigra","Dark",2,0.733,0.858,0.313,0.854312354312354,20,"Populus nigra_20"
"1206",1206,27,35,30,"A3","Populus nigra","Dark",2,0.821,0.851,0.81,0.964747356051704,20,"Populus nigra_20"
"1207",1207,27,56,5,"A3","Populus nigra","Dark",2,0,0.842,0,0,20,"Populus nigra_20"
"1208",1208,27,48,15,"A3","Populus nigra","Dark",2,0.205,0.847,0.45,0.242030696576151,20,"Populus nigra_20"
"1209",1209,27,52,5,"A3","Populus nigra","Dark",2,0.219,0.835,0,0.262275449101796,20,"Populus nigra_20"
"1210",1210,27,40,5,"A3","Populus nigra","Dark",2,0.82,0.84,0.808,0.976190476190476,20,"Populus nigra_20"
"1211",1211,27,30,15,"A3","Populus nigra","Dark",2,0.824,0.867,0.817,0.95040369088812,20,"Populus nigra_20"
"1212",1212,27,52,60,"A3","Populus nigra","Dark",2,0,0.832,0,0,20,"Populus nigra_20"
"1213",1213,28,40,15,"A4","Populus nigra","Dark",2,0.803,0.795,0.743,1,21,"Populus nigra_21"
"1214",1214,28,35,15,"A4","Populus nigra","Dark",2,0.826,0.849,0.82,0.972909305064782,21,"Populus nigra_21"
"1215",1215,28,48,15,"A4","Populus nigra","Dark",2,0.164,0.852,0.279,0.192488262910798,21,"Populus nigra_21"
"1216",1216,28,52,5,"A4","Populus nigra","Dark",2,0.261,0.842,0,0.309976247030879,21,"Populus nigra_21"
"1217",1217,28,30,120,"A4","Populus nigra","Dark",2,0.761,0.849,0.699,0.896348645465253,21,"Populus nigra_21"
"1218",1218,28,30,30,"A4","Populus nigra","Dark",2,0.812,0.828,0.809,0.980676328502416,21,"Populus nigra_21"
"1219",1219,28,40,60,"A4","Populus nigra","Dark",2,0.805,0.88,0.523,0.914772727272727,21,"Populus nigra_21"
"1220",1220,28,35,30,"A4","Populus nigra","Dark",2,0.833,0.854,0.832,0.975409836065574,21,"Populus nigra_21"
"1221",1221,28,30,15,"A4","Populus nigra","Dark",2,0.805,0.858,0.79,0.938228438228438,21,"Populus nigra_21"
"1222",1222,28,56,5,"A4","Populus nigra","Dark",2,0,0.832,0.182,0,21,"Populus nigra_21"
"1223",1223,28,56,15,"A4","Populus nigra","Dark",2,0,0.847,0,0,21,"Populus nigra_21"
"1224",1224,28,48,120,"A4","Populus nigra","Dark",2,0,0.847,0,0,21,"Populus nigra_21"
"1225",1225,28,40,5,"A4","Populus nigra","Dark",2,0.815,0.838,0.804,0.97255369928401,21,"Populus nigra_21"
"1226",1226,28,35,5,"A4","Populus nigra","Dark",2,0.843,NA,0.844,NA,21,"Populus nigra_21"
"1227",1227,28,52,60,"A4","Populus nigra","Dark",2,0,0.844,0,0,21,"Populus nigra_21"
"1228",1228,29,30,30,"A5","Populus nigra","Dark",2,0.825,0.86,0.818,0.959302325581395,22,"Populus nigra_22"
"1229",1229,29,56,15,"A5","Populus nigra","Dark",2,0,0.856,0,0,22,"Populus nigra_22"
"1230",1230,29,30,15,"A5","Populus nigra","Dark",2,0.797,0.853,0.793,0.934349355216882,22,"Populus nigra_22"
"1231",1231,29,30,120,"A5","Populus nigra","Dark",2,0.741,0.841,0.697,0.881093935790725,22,"Populus nigra_22"
"1232",1232,29,40,60,"A5","Populus nigra","Dark",2,0.806,0.875,0.632,0.921142857142857,22,"Populus nigra_22"
"1233",1233,29,35,5,"A5","Populus nigra","Dark",2,0.846,NA,0.839,NA,22,"Populus nigra_22"
"1234",1234,29,56,5,"A5","Populus nigra","Dark",2,0,0.834,0.239,0,22,"Populus nigra_22"
"1235",1235,29,35,15,"A5","Populus nigra","Dark",2,0.812,0.844,0.79,0.962085308056872,22,"Populus nigra_22"
"1236",1236,29,52,60,"A5","Populus nigra","Dark",2,0,0.837,0,0,22,"Populus nigra_22"
"1237",1237,29,35,30,"A5","Populus nigra","Dark",2,0.835,0.863,0.835,0.967555040556199,22,"Populus nigra_22"
"1238",1238,29,40,5,"A5","Populus nigra","Dark",2,0.8,0.831,0.801,0.962695547533093,22,"Populus nigra_22"
"1239",1239,29,52,5,"A5","Populus nigra","Dark",2,0.188,0.84,0.052,0.223809523809524,22,"Populus nigra_22"
"1240",1240,29,40,15,"A5","Populus nigra","Dark",2,0.819,0.805,0.798,1,22,"Populus nigra_22"
"1241",1241,29,48,120,"A5","Populus nigra","Dark",2,0,0.85,0,0,22,"Populus nigra_22"
"1242",1242,29,48,15,"A5","Populus nigra","Dark",2,0.045,0.849,0.217,0.0530035335689046,22,"Populus nigra_22"
"1243",1243,3,40,15,"A3","Populus nigra","Light",2,0.803,0.82,0.718,0.979268292682927,23,"Populus nigra_23"
"1244",1244,3,30,120,"A3","Populus nigra","Light",2,0.775,0.842,0.73,0.920427553444181,23,"Populus nigra_23"
"1245",1245,3,30,15,"A3","Populus nigra","Light",2,0.827,0.865,0.79,0.95606936416185,23,"Populus nigra_23"
"1246",1246,3,30,30,"A3","Populus nigra","Light",2,0.819,0.831,0.771,0.985559566787004,23,"Populus nigra_23"
"1247",1247,3,35,15,"A3","Populus nigra","Light",2,0.792,0.844,0.747,0.938388625592417,23,"Populus nigra_23"
"1248",1248,3,40,60,"A3","Populus nigra","Light",2,0.84,0.874,0.753,0.961098398169336,23,"Populus nigra_23"
"1249",1249,3,52,5,"A3","Populus nigra","Light",2,0.046,0.844,0.339,0.0545023696682464,23,"Populus nigra_23"
"1250",1250,3,48,120,"A3","Populus nigra","Light",2,0,0.836,0,0,23,"Populus nigra_23"
"1251",1251,3,56,15,"A3","Populus nigra","Light",2,0,0.85,0,0,23,"Populus nigra_23"
"1252",1252,3,48,15,"A3","Populus nigra","Light",2,0.221,0.841,0.215,0.262782401902497,23,"Populus nigra_23"
"1253",1253,3,56,5,"A3","Populus nigra","Light",2,0,0.832,0,0,23,"Populus nigra_23"
"1254",1254,3,52,60,"A3","Populus nigra","Light",2,0,0.848,0,0,23,"Populus nigra_23"
"1255",1255,3,35,30,"A3","Populus nigra","Light",2,0.789,0.849,0.771,0.929328621908127,23,"Populus nigra_23"
"1256",1256,3,35,5,"A3","Populus nigra","Light",2,0.857,NA,0.824,NA,23,"Populus nigra_23"
"1257",1257,3,40,5,"A3","Populus nigra","Light",2,0.814,0.849,0.79,0.958775029446407,23,"Populus nigra_23"
"1258",1258,30,40,5,"A6","Lomandra longifolia","Dark",2,0.747,0.794,0.76,0.94080604534005,24,"Lomandra longifolia_24"
"1259",1259,30,56,15,"A6","Lomandra longifolia","Dark",2,0,0.815,0.057,0,24,"Lomandra longifolia_24"
"1260",1260,30,35,15,"A6","Lomandra longifolia","Dark",2,0.79,0.807,0.795,0.978934324659232,24,"Lomandra longifolia_24"
"1261",1261,30,30,30,"A6","Lomandra longifolia","Dark",2,0.783,0.819,0.762,0.956043956043956,24,"Lomandra longifolia_24"
"1262",1262,30,52,60,"A6","Lomandra longifolia","Dark",2,0.039,0.789,0.044,0.0494296577946768,24,"Lomandra longifolia_24"
"1263",1263,30,30,15,"A6","Lomandra longifolia","Dark",2,0.752,0.824,0.753,0.912621359223301,24,"Lomandra longifolia_24"
"1264",1264,30,35,30,"A6","Lomandra longifolia","Dark",2,0.752,0.816,0.769,0.92156862745098,24,"Lomandra longifolia_24"
"1265",1265,30,48,15,"A6","Lomandra longifolia","Dark",2,0.67,0.803,0.604,0.834371108343711,24,"Lomandra longifolia_24"
"1266",1266,30,40,60,"A6","Lomandra longifolia","Dark",2,0.772,0.826,0.691,0.934624697336562,24,"Lomandra longifolia_24"
"1267",1267,30,52,5,"A6","Lomandra longifolia","Dark",2,0.353,0.795,0.452,0.444025157232704,24,"Lomandra longifolia_24"
"1268",1268,30,40,15,"A6","Lomandra longifolia","Dark",2,0.752,0.778,0.734,0.966580976863753,24,"Lomandra longifolia_24"
"1269",1269,30,48,120,"A6","Lomandra longifolia","Dark",2,0.289,0.795,0.362,0.363522012578616,24,"Lomandra longifolia_24"
"1270",1270,30,35,5,"A6","Lomandra longifolia","Dark",2,0.825,NA,0.797,NA,24,"Lomandra longifolia_24"
"1271",1271,30,56,5,"A6","Lomandra longifolia","Dark",2,0.186,0.798,0.4,0.233082706766917,24,"Lomandra longifolia_24"
"1272",1272,30,30,120,"A6","Lomandra longifolia","Dark",2,0.633,0.743,0.605,0.851951547779273,24,"Lomandra longifolia_24"
"1273",1273,31,56,15,"B1","Lomandra longifolia","Dark",2,0,0.811,0.071,0,25,"Lomandra longifolia_25"
"1274",1274,31,30,30,"B1","Lomandra longifolia","Dark",2,0.746,0.803,0.737,0.929016189290162,25,"Lomandra longifolia_25"
"1275",1275,31,40,5,"B1","Lomandra longifolia","Dark",2,0.784,0.8,0.798,0.98,25,"Lomandra longifolia_25"
"1276",1276,31,35,15,"B1","Lomandra longifolia","Dark",2,0.77,0.789,0.766,0.975918884664132,25,"Lomandra longifolia_25"
"1277",1277,31,40,15,"B1","Lomandra longifolia","Dark",2,0.773,0.734,0.756,1,25,"Lomandra longifolia_25"
"1278",1278,31,40,60,"B1","Lomandra longifolia","Dark",2,0.761,0.8,0.704,0.95125,25,"Lomandra longifolia_25"
"1279",1279,31,48,120,"B1","Lomandra longifolia","Dark",2,0.259,0.782,0,0.331202046035806,25,"Lomandra longifolia_25"
"1280",1280,31,56,5,"B1","Lomandra longifolia","Dark",2,0.092,0.793,0.24,0.116015132408575,25,"Lomandra longifolia_25"
"1281",1281,31,35,30,"B1","Lomandra longifolia","Dark",2,0.777,0.8,0.78,0.97125,25,"Lomandra longifolia_25"
"1282",1282,31,52,60,"B1","Lomandra longifolia","Dark",2,0.076,0.822,0.131,0.0924574209245742,25,"Lomandra longifolia_25"
"1283",1283,31,30,15,"B1","Lomandra longifolia","Dark",2,0.758,0.806,0.753,0.94044665012407,25,"Lomandra longifolia_25"
"1284",1284,31,30,120,"B1","Lomandra longifolia","Dark",2,0.756,0.804,0.733,0.940298507462687,25,"Lomandra longifolia_25"
"1285",1285,31,52,5,"B1","Lomandra longifolia","Dark",2,0.565,0.808,0.32,0.699257425742574,25,"Lomandra longifolia_25"
"1286",1286,31,35,5,"B1","Lomandra longifolia","Dark",2,0.811,NA,0.797,NA,25,"Lomandra longifolia_25"
"1287",1287,31,48,15,"B1","Lomandra longifolia","Dark",2,0.746,0.788,0.702,0.946700507614213,25,"Lomandra longifolia_25"
"1288",1288,32,30,30,"B2","Eucalyptus pauciflora","Dark",2,0.799,0.825,0.785,0.968484848484849,26,"Eucalyptus pauciflora_26"
"1289",1289,32,30,15,"B2","Eucalyptus pauciflora","Dark",2,0.79,0.837,0.811,0.943847072879331,26,"Eucalyptus pauciflora_26"
"1290",1290,32,40,60,"B2","Eucalyptus pauciflora","Dark",2,0.787,0.849,0.584,0.926972909305065,26,"Eucalyptus pauciflora_26"
"1291",1291,32,56,15,"B2","Eucalyptus pauciflora","Dark",2,0,0.832,0,0,26,"Eucalyptus pauciflora_26"
"1292",1292,32,48,120,"B2","Eucalyptus pauciflora","Dark",2,0,0.837,0,0,26,"Eucalyptus pauciflora_26"
"1293",1293,32,35,15,"B2","Eucalyptus pauciflora","Dark",2,0.811,0.84,0.801,0.965476190476191,26,"Eucalyptus pauciflora_26"
"1294",1294,32,35,30,"B2","Eucalyptus pauciflora","Dark",2,0.815,0.832,0.814,0.979567307692308,26,"Eucalyptus pauciflora_26"
